"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://jigsawnation.com/in/en/products/streets/","1","Freelance illustrator Jobin Varghese portrays vibrant slices of Indian life, drawing from personal experiences and childhood memories. His artwork vividly captures the chaos and beauty of Indian streets, resonating with viewers through a shared sense of familiarity and nostalgia.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","447","2718","Indexable",""
"https://jigsawnation.com/in/en/products/celebrating-the-chettinad-charm/","1","A sporting spectacle - one that is a living expression of the Keralite culture and communal unity. As the Vallam surges forward with rhythmic oars, synchronized movements, and roaring crowds, the river becomes a stage of heritage and emotion. Madras Design Stories captures this spirit in a jigsaw puzzle, inviting solvers to feel its energy, pride, and togetherness. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","533","3231","Indexable",""
"https://jigsawnation.com/in/en/products/street-singapore/","1","Mario Miranda was a renowned Goan artist and cartoonist known for finding humor in everyday life. Born in 1926, he was invited worldwide for his
iconic drawings that captured the essence of his travels. He posthumously received the Padma Vibhushan, India's second-highest civilian award.
Drawn in 1991, ""Street Singapore"" by Mario was illustrated during his travels. The Singapore Tourism Department had seen his work and invited
him to spend five days in Singapore to participate in a drawing competition, where he won the first prize!. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","703","4324","Indexable",""
"https://jigsawnation.com/in/en/products/journeying-through-jali/","1","Have you ever stood in awe and admired the immaculate lattice cut-work on marble stones? Through this 280-piece puzzle, you can travel through time and watch the sun's rays peep in through the Jali creating patterns and stories with its shadow. The vibrant shades of tangerine, bronze, orange, and red add to the sandstone appeal.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","497","3060","Indexable",""
"https://jigsawnation.com/in/en/products/the-magical-wait/","1","This puzzle is part of JSN Mystery Puzzles. What you see is not what you solve. Instead, you'll be treated to a unique twist as you piece together this magical journey. So sit back, puzzle away, and watch the mystery unfold.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","391","2364","Indexable",""
"https://jigsawnation.com/in/en/products/mountain-song/","1","Soumyaraj is an illustrator who loves to draw flora and fauna. Her art celebrates those&nbsp;slower-paced days when we can forget our troubles and enjoy the simple things. She brings out the&nbsp;magic of nature and encourages you to notice the colours and patterns around us. This piece was&nbsp;inspired by the majestic Alps, it emerged from a postcard she received from a friend’s alpine skiing&nbsp;adventure. Evoking the quiet joy and wonder that comes from exploring new places, reminding us&nbsp;to pause and appreciate the wild beauty around.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","717","4259","Indexable",""
"https://jigsawnation.com/in/en/products/snakeboats-in-synchrony/","1","Have you ever been enamoured by the palatial mansions that the Chettinad region houses? They radiate royalty, heritage, sophistication, and culture - all at once. Travel through the by-lanes of Chettinad through this 280-piece puzzle depicting a typical Chettinad house's façade that is interlaced with global influences, as well as a normal walkway, colourful doors, and pillared verandahs.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","558","3383","Indexable",""
"https://jigsawnation.com/in/en/products/the-kitchen/","1","Muhammed is from a village in Kerala, India, called Calicut. He’s a versatile artist with many styles up his sleeve, deriving inspiration from natural elements, culture, and surreal approaches. This piece, bursting with colours and textures, captures a moment in time that feels both familiar and fantastical. An homage to nostalgia, focusing on the heart of the home: the kitchen. Joyful clutter and simple lived-in comfort, the tiny objects that shape our daily memories.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","640","3843","Indexable",""
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/series-jsn-junior/","1","Shop high-quality jsn junior jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","299","1819","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/wonderful-wooden-butterfly/","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Indexable",""
"https://jigsawnation.com/in/en/products/marvellous-wooden-tiger/","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Indexable",""
"https://jigsawnation.com/in/en/products/amazing-wooden-panda/","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Indexable",""
"https://jigsawnation.com/in/en/products/royal-wooden-owl/","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Indexable",""
"https://jigsawnation.com/in/en/products/majestic-wooden-fox/","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Indexable",""
"https://jigsawnation.com/in/en/products/wiggle-wooden-fish/","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Indexable",""
"https://jigsawnation.com/in/en/products/marvelous-wooden-elephant/","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Indexable",""
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/series-isro/","1","Shop high-quality isro jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","293","1786","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/brave-wooden-wolf/","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Indexable",""
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTgz","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTgx","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTgy","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTgw","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTg4","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTkx","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTg5","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTg2","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTkw","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTg1","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTg0","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop/?variant=UHJvZHVjdFZhcmlhbnQ6MTg3","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams, and lever etc. Robots, one of the pinnacles of scientific development today, are made up of various karakuri-like mechanisms.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","416","2551","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/karakuri-workshop-book/","1","Originated in Japan, Karakuri is an art of making paper toys that move using simple mechanisms such as gears, cranks, cams and lever. Included are full color pull-out pages for you to cut, paste and assemble six different paper toys, and more. Even if you don't know anything about paper craft, this book will guide you in steps from building basic models, learn about the tools and techniques, basic mechanisms to building your own original Karakuri model. Detailed explanations, accompanied by diagrams, explain the physics behind how Karakuri works, and you will also learn how different types of mechanisms help us in our daily lives. You can build 6 amazing moving paper models using basic mechanisms that include - Power in the Paw – Crank mechanism, A special message – Lever mechanism, Catch me if you can – Cam mechanism, What’s holding me back – Crank mechanism, Three monkeys of Gandhiji – Cam mechanism, Karakuri wonder train – Gear mechanism. With complete directions, more than 10 full-size paper models, and the science behind the Karakuri, this paper craft book is a unique introduction to an ancient art and a perfect gift for children and adults above 10 years with creative and imaginative minds.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","1382","8586","Indexable",""
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6MTk1","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6MTk2","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6MTk3","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6MTky","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6MTkz","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6NDc2NQ==","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6MTk0","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/280-pieces/","1","Shop high-quality 280 pieces jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","299","1829","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6MTk4","1","null. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","171","1026","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/series-pieceful-collection/","1","Shop high-quality pieceful collection jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","308","1873","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-chaaya-prabhat/","1","Shop high-quality chaaya prabhat jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","303","1862","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-annada-menon/","1","Shop high-quality annada menon jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","301","1857","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/100-pieces/","1","Shop high-quality 100 pieces jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","299","1829","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/?after=WyIxMDAwMDAyLjY0NTc1MTMxMTEiLCAiVGlsZXMgb2YgUG9ydHVnYWwiLCAidGlsZXMtb2YtcG9ydHVnYWwiXQ%3D%3D","1","Buy the best jigsaw puzzles online. Premium quality puzzles from 100 to 10000 pieces for adults and kids. Ravensburger, Heye & exclusive Indian artist designs. Best prices & fast shipping.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","383","2334","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/wayanad-churam/","1","In ""Wayanadu,"" Jobin Varghese transports viewers to the heart of India's classic highways. With winding roads, lush greenery, and iconic advertisements, his artwork evokes the essence of a classic Indian expressway. Drawing from personal experiences, Varghese's vibrant illustrations resonate with a sense of familiarity and nostalgia for all who view them.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","524","3197","Indexable",""
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/500-pieces/","1","Shop high-quality 500 pieces jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","299","1829","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/the-explorer/","1","Embark on a journey with A47, delving into the legacy of India's ISRO. Celebrate its milestones, from the iconic Polar Satellite Launch Vehicle to the innovative Pragyan Rover. Assemble this puzzle to uncover India's space story, blending past achievements with future aspirations.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","448","2713","Indexable",""
"https://jigsawnation.com/in/en/products/whimsical-crosswalk/","1","Thomas Fernandes is an illustrator and concept artist who brings everyday life to life with a touch of fantasy. He loves weaving glowing animals, surreal elements, and vivid colours into his art. Based in Goa, he often captures the charm of Goan life, reimagining ordinary scenes with a dreamy lens. In this work, he captures the hustle of an average city day. Calmness amidst the rush, this puzzle is an escape that reminds us that even in the most crowded places, a sprinkle of magic follows you.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","665","4032","Indexable",""
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-soumyaraj-vishwakarma/","1","Shop high-quality soumyaraj vishwakarma jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","310","1916","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/1000-pieces/","1","Shop high-quality 1000 pieces jigsaw puzzles online. Perfect for adult puzzle enthusiasts. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","338","2064","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/?after=WyIxMDAwMDAyLjY0NTc1MTMxMTEiLCAiVGlsZXMgb2YgUG9ydHVnYWwiLCAidGlsZXMtb2YtcG9ydHVnYWwiXQ%3D%3D","1","Buy 100, 500, 1000, 2000 pieces and more Jigsaw Pieces only at Jigsaw Nation. We also have a wide range of accessories to help you display your puzzle once completed. Checkout our range of kids activity books, perfect for kids of all ages.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai!","406","2480","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-murtaza-m-bookwala/","1","Shop high-quality murtaza m bookwala jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","307","1895","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/series-artist/","1","Shop high-quality artist jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","295","1796","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-ansh-chandpara/","1","Shop high-quality ansh chandpara jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","303","1865","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-a47/","1","Shop high-quality a47 jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","292","1787","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-ummesalama-rajgara/","1","Shop high-quality ummesalama rajgara jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","307","1896","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-muhammed-sajid/","1","Shop high-quality muhammed sajid jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","303","1870","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/less-than-100-pieces/","1","Shop high-quality less than 100 pieces jigsaw puzzles online. Best prices guaranteed. Same-day dispatch available.. Buy the best puzzles 100 piece, 500 piece, 1000 piece jigsaw puzzles for kids and adults. Shipping to all cities in India including Mumbai, Pune, Bangalore, Chennai! Shop only at Jigsaw Nation.","309","1888","Non-Indexable","Canonicalised"
